acc_code,incident_datetime,report_datetime,province_th,province_en,agency,route,vehicle_type,presumed_cause,accident_type,number_of_vehicles_involved,number_of_fatalities,number_of_injuries,weather_condition,latitude,longitude,road_description,slope_description
7560683,2022-07-25T19:00:00Z,2023-01-16T11:09:00Z,กรุงเทพมหานคร,Bangkok,department of highways,ดินแดง - งามวงศ์วาน,motorcycle,speeding,rear-end collision,2,0,0,clear,13.81328065,100.5593742,straight road,no slope
6626069,2022-07-25T22:37:00Z,2022-07-30T09:26:00Z,ปทุมธานี,Pathum Thani,department of highways,บางปะอิน - แขวงรามอินทรา,large truck with trailer,speeding,rollover/fallen on straight road,1,0,0,clear,13.97830309,100.7132846,straight road,no slope
6615140,2022-07-25T23:21:00Z,2022-07-28T11:54:00Z,กรุงเทพมหานคร,Bangkok,department of highways,ถนนศรีนครินทร - แขวงคลองสองต้นนุ่น,6-wheel truck,speeding,rollover/fallen on straight road,1,0,0,clear,13.73752478,100.6604531,straight road,no slope
7560695,2022-07-26T05:15:00Z,2023-01-16T11:10:00Z,กรุงเทพมหานคร,Bangkok,department of highways,ดินแดง - งามวงศ์วาน,private/passenger car,speeding,rear-end collision,2,0,0,clear,13.83478008,100.5571979,straight road,no slope
7558310,2022-07-26T08:23:00Z,2023-01-12T14:33:00Z,กรุงเทพมหานคร,Bangkok,department of highways,แขวงคลองสองต้นนุ่น - พิมพา,private/passenger car,speeding,rear-end collision,2,0,0,clear,13.73013812,100.7254377,straight road,no slope
6625870,2022-07-26T08:30:00Z,2022-07-30T08:31:00Z,ปทุมธานี,Pathum Thani,department of highways,บางปะอิน - แขวงรามอินทรา,7-10-wheel truck,speeding,rollover/fallen on straight road,1,0,0,clear,14.01431756,100.702309,straight road,no slope
7564277,2022-07-26T10:30:00Z,2023-01-19T12:08:00Z,สมุทรสาคร,Samut Sakhon,department of highways,สะพานข้ามแม่น้ำท่าจีนฝั่งตะวันตก - นาโคก,4-wheel pickup truck,speeding,rear-end collision,3,0,0,clear,13.54464803,100.2554744,other,other
6638055,2022-07-26T12:16:00Z,2022-08-01T10:25:00Z,สมุทรปราการ,Samut Prakan,department of highways,แขวงคลองสองต้นนุ่น - พิมพา,4-wheel pickup truck,speeding,rear-end collision,5,0,0,clear,13.66546435,100.8509409,straight road,no slope
7444821,2022-07-26T12:30:00Z,2022-12-08T14:27:00Z,สมุทรสาคร,Samut Sakhon,department of highways,ไม่ทราบ,large truck with trailer,worn-out/tire blowout,rollover/fallen on straight road,1,0,0,clear,13.58651474,100.3211242,straight road,no slope
6638121,2022-07-26T13:31:00Z,2022-08-01T10:42:00Z,สมุทรปราการ,Samut Prakan,department of highways,แขวงคลองสองต้นนุ่น - พิมพา,6-wheel truck,speeding,rear-end collision,3,0,1,clear,13.67236307,100.8402336,straight road,no slope
6651730,2022-07-26T15:45:00Z,2022-08-03T14:38:00Z,กรุงเทพมหานคร,Bangkok,expressway authority of thailand,บางปะอิน-แจ้งวัฒนะ,other,other,collision with obstruction (on road surface),1,0,1,rainy,NA,NA,wide curve,other
7444831,2022-07-26T16:15:00Z,2022-12-08T14:59:00Z,สมุทรสาคร,Samut Sakhon,department of highways,ไม่ทราบ,4-wheel pickup truck,speeding,rear-end collision,4,0,0,clear,13.53864523,100.226461,straight road,no slope
7564283,2022-07-26T16:45:00Z,2023-01-19T13:01:00Z,สมุทรสาคร,Samut Sakhon,department of highways,สะพานข้ามแม่น้ำท่าจีนฝั่งตะวันตก - นาโคก,private/passenger car,driving under the influence of alcohol,rollover/fallen on straight road,1,0,0,clear,13.54492965,100.2563783,wide curve,no slope
6658379,2022-07-26T19:52:00Z,2022-07-27T11:06:00Z,สมุทรปราการ,Samut Prakan,department of rural roads,ทางเข้าถนนปู่เจ้าสมิงพรายสู่ถนนวงแหวนอุตสาหกรรม,motorcycle,speeding,other,2,0,1,clear,13.646731,100.540302,wide curve,slope area
7565153,2022-07-26T23:30:00Z,2023-01-20T09:01:00Z,ปทุมธานี,Pathum Thani,department of highways,ต่างระดับคลองหลวง - ประตูน้ำพระอินทร์,large truck with trailer,speeding,rear-end collision,3,1,2,clear,14.12094581,100.6185275,straight road,no slope
6658381,2022-07-27T03:47:00Z,2022-07-27T13:43:00Z,สมุทรปราการ,Samut Prakan,department of rural roads,ถนนวงแหวนอุตสาหกรรมเข้าสะพานภูมิพลที่ 1,motorcycle,speeding,other,1,0,1,clear,13.664103,100.532796,sharp curve,slope area
7568322,2022-07-27T10:59:00Z,2023-01-24T13:22:00Z,กรุงเทพมหานคร,Bangkok,department of highways,แขวงคลองสองต้นนุ่น - พิมพา,private/passenger car,speeding,rollover/fallen on straight road,1,0,0,clear,13.72945025,100.7408497,straight road,no slope
6615398,2022-07-27T11:30:00Z,2022-07-28T13:08:00Z,กรุงเทพมหานคร,Bangkok,department of highways,แขวงรามอินทรา - บางพลี,4-wheel pickup truck,speeding,rear-end collision,4,0,0,clear,13.80416089,100.6796658,straight road,no slope
7568307,2022-07-27T13:00:00Z,2023-01-24T12:33:00Z,ปทุมธานี,Pathum Thani,department of highways,บางปะอิน - แขวงรามอินทรา,7-10-wheel truck,speeding,collision with obstruction (on road surface),2,0,0,clear,14.11323584,100.6794217,straight road,no slope
6771959,2022-07-27T13:09:00Z,2022-08-23T14:26:00Z,สมุทรสาคร,Samut Sakhon,department of highways,แสมดำ - สะพานข้ามแม่น้ำท่าจีนฝั่งตะวันตก,private/passenger car,speeding,rollover/fallen on straight road,1,0,0,clear,13.60379692,100.3713351,straight road,no slope
6615433,2022-07-27T14:00:00Z,2022-07-28T13:18:00Z,กรุงเทพมหานคร,Bangkok,department of highways,แขวงรามอินทรา - บางพลี,4-wheel pickup truck,speeding,rollover/fallen on curved road,1,0,0,rainy,13.7328036,100.7055598,other,other
6771954,2022-07-27T21:30:00Z,2022-08-23T14:25:00Z,สมุทรสาคร,Samut Sakhon,department of highways,แสมดำ - สะพานข้ามแม่น้ำท่าจีนฝั่งตะวันตก,7-10-wheel truck,speeding,collision with obstruction (on road surface),2,0,0,clear,13.60056948,100.3680977,straight road,no slope
7564288,2022-07-27T22:11:00Z,2023-01-19T13:13:00Z,สมุทรสาคร,Samut Sakhon,department of highways,แสมดำ - สะพานข้ามแม่น้ำท่าจีนฝั่งตะวันตก,private/passenger car,speeding,rear-end collision,2,0,1,clear,13.602493430000001,100.3700504,straight road,no slope
6619408,2022-07-28T00:23:00Z,2022-07-29T04:44:00Z,กรุงเทพมหานคร,Bangkok,department of highways,พระประแดง - บางแค,6-wheel truck,speeding,rear-end collision,2,0,1,clear,13.67935541,100.4067671,straight road,no slope
6619422,2022-07-28T01:35:00Z,2022-07-29T04:47:00Z,สมุทรสาคร,Samut Sakhon,department of highways,อ้อมน้อย - สมุทรสาคร,motorcycle,speeding,rear-end collision,2,1,0,clear,13.59946932,100.2837181,other,other
6637645,2022-07-28T01:42:00Z,2022-08-01T09:00:00Z,สมุทรปราการ,Samut Prakan,expressway authority of thailand,บางพลี-สุขสวัสดิ์,other,other,rear-end collision,2,0,1,clear,13.625488,100.597293,wide curve,other
6615482,2022-07-28T03:25:00Z,2022-07-28T13:34:00Z,กรุงเทพมหานคร,Bangkok,department of highways,ถนนศรีนครินทร - แขวงคลองสองต้นนุ่น,van,speeding,rear-end collision,2,0,0,clear,13.73509125,100.6811491,straight road,no slope
6625276,2022-07-28T05:30:00Z,2022-07-30T05:06:00Z,ปทุมธานี,Pathum Thani,department of highways,ต่างระดับรังสิต - วัดนาบุญ,4-wheel pickup truck,speeding,rear-end collision,3,0,1,clear,13.99941068,100.6837025,straight road,no slope
7438240,2022-07-28T06:40:00Z,2022-12-07T10:06:00Z,กรุงเทพมหานคร,Bangkok,department of highways,ไม่ทราบ,motorcycle,driving under the influence of alcohol,rollover/fallen on straight road,1,0,0,clear,13.78632556,100.464955,other,other
6615180,2022-07-28T09:30:00Z,2022-07-28T12:00:00Z,ปทุมธานี,Pathum Thani,department of highways,สนามกีฬาธูปะเตมีย์ - ต่างระดับคลองหลวง,private/passenger car,speeding,rear-end collision,2,0,0,clear,13.99566299,100.6147832,straight road,no slope
6619391,2022-07-28T09:30:00Z,2022-07-29T04:38:00Z,กรุงเทพมหานคร,Bangkok,department of highways,ดาวคะนอง -  แสมดำ,4-wheel pickup truck,speeding,rear-end collision,2,0,1,rainy,13.64435514,100.4136738,other,other
7444280,2022-07-28T10:00:00Z,2022-12-08T14:06:00Z,กรุงเทพมหานคร,Bangkok,department of highways,ไม่ทราบ,private/passenger car,speeding,rollover/fallen on straight road,1,0,1,clear,13.89377009,100.5869713,straight road,no slope
6658389,2022-07-28T11:50:00Z,2022-07-29T17:50:00Z,นนทบุรี,Nonthaburi,department of rural roads,แยกทางหลวงชนบท นบ.1009 (กม.ที่ 9+850) - อำเภอไทรน้อย,motorcycle,speeding,other,2,0,1,clear,13.902889,100.324337,straight road,no slope
6619376,2022-07-28T12:33:00Z,2022-07-29T04:34:00Z,ปทุมธานี,Pathum Thani,department of highways,ต่างระดับรังสิต - วัดนาบุญ,private/passenger car,speeding,rear-end collision,2,0,1,rainy,14.02401901,100.7437706,straight road,no slope
6619353,2022-07-28T12:50:00Z,2022-07-29T04:29:00Z,ปทุมธานี,Pathum Thani,department of highways,บ้านพร้าว - คลองห้า,motorcycle,speeding,rear-end collision,2,1,0,rainy,14.06598447,100.6640339,other,other
6619375,2022-07-28T15:48:00Z,2022-07-29T04:31:00Z,กรุงเทพมหานคร,Bangkok,department of highways,ดาวคะนอง -  แสมดำ,private/passenger car,speeding,rear-end collision,2,0,3,clear,13.68503149,100.4872817,other,other
7331775,2022-07-28T20:40:00Z,2022-07-29T04:26:00Z,กรุงเทพมหานคร,Bangkok,department of highways,บางพลัด - บางบำหรุ,private/passenger car,speeding,rear-end collision,2,0,1,clear,13.78823758,100.470314,straight road,no slope
7564286,2022-07-28T22:50:00Z,2023-01-19T13:07:00Z,สมุทรสาคร,Samut Sakhon,department of highways,แสมดำ - สะพานข้ามแม่น้ำท่าจีนฝั่งตะวันตก,4-wheel pickup truck,speeding,rollover/fallen on straight road,1,0,0,clear,13.59410925,100.3616389,straight road,no slope
6650705,2022-07-29T09:03:00Z,2022-08-03T10:39:00Z,สมุทรปราการ,Samut Prakan,expressway authority of thailand,บางพลี-สุขสวัสดิ์,4-wheel pickup truck,other,rear-end collision,2,0,0,clear,13.632354,100.577381,straight road,other
6621279,2022-07-29T10:48:00Z,2022-07-29T12:44:00Z,ปทุมธานี,Pathum Thani,department of highways,บางปะอิน - แขวงรามอินทรา,private/passenger car,speeding,rear-end collision,2,0,0,clear,13.92800406,100.7067695,straight road,no slope
6625302,2022-07-29T11:30:00Z,2022-07-30T05:16:00Z,กรุงเทพมหานคร,Bangkok,department of highways,อรุณอมรินทร์ - พุทธมณฑลสาย 4,private/passenger car,speeding,rear-end collision,6,0,0,clear,13.78548677,100.3836679,other,other
6625305,2022-07-29T11:30:00Z,2022-07-30T05:17:00Z,กรุงเทพมหานคร,Bangkok,department of highways,อรุณอมรินทร์ - พุทธมณฑลสาย 4,private/passenger car,speeding,rear-end collision,2,0,0,clear,13.78543207,100.3839549,other,other
7414662,2022-07-29T12:10:00Z,2022-11-29T09:30:00Z,นนทบุรี,Nonthaburi,department of highways,คลองมหาสวัสดิ์ - คลองบางไผ่,4-wheel pickup truck,speeding,rollover/fallen on straight road,1,0,0,clear,13.81182651,100.4114342,straight road,no slope
6729062,2022-07-29T14:25:00Z,2022-08-16T10:47:00Z,นนทบุรี,Nonthaburi,department of rural roads,แยกทางหลวงหมายเลข 9 (กม.ที่ 43+490) - อำเภอไทรน้อย,bicycle,tailgating,other,2,0,2,clear,13.935866,100.369062,straight road,no slope
6623609,2022-07-29T17:16:00Z,2022-07-29T22:04:00Z,สมุทรปราการ,Samut Prakan,department of highways,แขวงคลองสองต้นนุ่น - พิมพา,private/passenger car,speeding,rear-end collision,2,0,0,clear,13.66644952,100.849404,straight road,no slope
6625364,2022-07-29T19:01:00Z,2022-07-30T05:33:00Z,สมุทรปราการ,Samut Prakan,department of highways,แขวงคลองสองต้นนุ่น - พิมพา,private/passenger car,speeding,rear-end collision,4,0,0,clear,13.66644952,100.849404,straight road,no slope
6631355,2022-07-29T22:19:00Z,2022-07-31T06:27:00Z,กรุงเทพมหานคร,Bangkok,department of highways,แขวงคลองสองต้นนุ่น - พิมพา,4-wheel pickup truck,overloaded vehicle,other,1,0,0,clear,13.73329604,100.7904839,straight road,no slope
7414681,2022-07-29T22:30:00Z,2022-11-29T09:42:00Z,กรุงเทพมหานคร,Bangkok,department of highways,พระประแดง - บางแค,motorcycle,speeding,head-on collision (not overtaking),2,0,0,clear,13.62687,100.4328704,straight road,no slope
6629451,2022-07-30T01:40:00Z,2022-07-30T22:24:00Z,ปทุมธานี,Pathum Thani,department of highways,ต่างระดับคลองหลวง - ประตูน้ำพระอินทร์,motorcycle,speeding,rollover/fallen on straight road,1,1,1,clear,14.05824143,100.6171059,straight road,no slope
7331789,2022-07-30T03:40:00Z,2022-07-31T17:38:00Z,นนทบุรี,Nonthaburi,department of highways,บางบัวทอง -  ลาดบัวหลวง,large truck with trailer,speeding,collision with obstruction (on road surface),2,1,0,clear,13.94262401,100.4162112,other,other
6626306,2022-07-30T06:41:00Z,2022-07-30T10:34:00Z,กรุงเทพมหานคร,Bangkok,department of highways,ถนนศรีนครินทร - แขวงคลองสองต้นนุ่น,private/passenger car,speeding,rear-end collision,2,0,0,clear,13.73918186,100.6532487,straight road,no slope
6631243,2022-07-30T08:50:00Z,2022-07-31T06:06:00Z,กรุงเทพมหานคร,Bangkok,department of highways,พระประแดง - บางแค,4-wheel pickup truck,driving under the influence of alcohol,rear-end collision,2,0,0,clear,13.65258115,100.405029,other,other
7444798,2022-07-30T09:00:00Z,2022-12-08T14:55:00Z,สมุทรสาคร,Samut Sakhon,department of highways,ไม่ทราบ,7-10-wheel truck,speeding,rear-end collision,2,0,0,clear,13.53980304,100.22985130000001,straight road,no slope
6631221,2022-07-30T11:30:00Z,2022-07-31T06:02:00Z,นนทบุรี,Nonthaburi,department of highways,แยกนพวงศ์ - บางเลน,private/passenger car,speeding,rear-end collision,3,0,0,clear,14.02591865,100.3124499,other,other
6631354,2022-07-30T11:45:00Z,2022-07-31T06:26:00Z,กรุงเทพมหานคร,Bangkok,department of highways,แขวงรามอินทรา - บางพลี,4-wheel pickup truck,speeding,rollover/fallen on straight road,1,0,0,clear,13.81313925,100.6772652,straight road,no slope
6629313,2022-07-30T15:59:00Z,2022-07-30T21:50:00Z,สมุทรปราการ,Samut Prakan,department of highways,แขวงคลองสองต้นนุ่น - พิมพา,private/passenger car,speeding,rear-end collision,4,0,0,clear,13.65118671,100.8731255,straight road,no slope
6637669,2022-07-30T16:05:00Z,2022-08-01T09:05:00Z,สมุทรปราการ,Samut Prakan,expressway authority of thailand,บางพลี-สุขสวัสดิ์,other,other,collision with obstruction (on road surface),1,0,0,clear,13.631122,100.584736,straight road,other
7564985,2022-07-30T18:12:00Z,2023-01-20T06:46:00Z,กรุงเทพมหานคร,Bangkok,department of highways,บางนา - ทางเข้าท่าอากาศยานสุวรรณภูมิ,motorcycle,speeding,rear-end collision,2,0,2,clear,13.67054133,100.6204735,straight road,no slope
7414678,2022-07-30T21:50:00Z,2022-11-29T09:41:00Z,กรุงเทพมหานคร,Bangkok,department of highways,พระประแดง - บางแค,private/passenger car,speeding,rollover/fallen on straight road,1,0,0,clear,13.62500099,100.4742166,straight road,no slope
6637658,2022-07-30T22:40:00Z,2022-08-01T09:04:00Z,สมุทรปราการ,Samut Prakan,expressway authority of thailand,บางพลี-สุขสวัสดิ์,large truck with trailer,other,rear-end collision,2,0,1,clear,13.629677,100.529392,straight road,other
6630095,2022-07-30T23:31:00Z,2022-07-31T01:13:00Z,กรุงเทพมหานคร,Bangkok,expressway authority of thailand,พญาไท-ศรีนครินทร์,4-wheel pickup truck,other,side collision,2,0,0,clear,13.7632982,100.5434249,wide curve,other
6638153,2022-07-31T02:02:00Z,2022-08-01T10:50:00Z,กรุงเทพมหานคร,Bangkok,expressway authority of thailand,แจ้งวัฒนะ-พญาไท,other,other,other,1,0,0,clear,NA,NA,straight road,other
6631993,2022-07-31T03:55:00Z,2022-07-31T09:04:00Z,กรุงเทพมหานคร,Bangkok,department of highways,แขวงรามอินทรา - บางพลี,4-wheel pickup truck,speeding,collision with obstruction (on road surface),1,0,0,clear,13.73329604,100.7032344,other,other
6632154,2022-07-31T05:03:00Z,2022-07-31T09:49:00Z,กรุงเทพมหานคร,Bangkok,department of highways,แขวงรามอินทรา - บางพลี,private/passenger car,speeding,rear-end collision,2,0,1,clear,13.7726284,100.6901559,straight road,no slope
6633051,2022-07-31T11:22:00Z,2022-07-31T13:32:00Z,สมุทรปราการ,Samut Prakan,department of highways,แขวงคลองสองต้นนุ่น - พิมพา,private/passenger car,speeding,rear-end collision,3,0,0,clear,13.66546435,100.8509409,straight road,no slope
7444813,2022-07-31T12:30:00Z,2022-12-08T15:28:00Z,สมุทรสาคร,Samut Sakhon,department of highways,ไม่ทราบ,6-wheel truck,speeding,rear-end collision,2,1,0,clear,13.52359064,100.1817566,straight road,no slope
6633087,2022-07-31T12:56:00Z,2022-07-31T13:44:00Z,สมุทรปราการ,Samut Prakan,department of highways,แขวงคลองสองต้นนุ่น - พิมพา,private/passenger car,speeding,rear-end collision,2,0,0,rainy,13.65266456,100.8708268,straight road,no slope
6633631,2022-07-31T14:00:00Z,2022-07-31T15:42:00Z,สมุทรปราการ,Samut Prakan,department of highways,ท้ายบ้าน - บางตำหรุ,4-wheel pickup truck,speeding,rollover/fallen on straight road,1,0,0,clear,13.51994224,100.6626552,straight road,no slope
6634071,2022-07-31T14:00:00Z,2022-07-31T17:35:00Z,ปทุมธานี,Pathum Thani,department of highways,บางบัวทอง - บางคูวัด,motorcycle,speeding,rear-end collision,2,0,0,clear,13.95580095,100.489347,straight road,no slope
6636957,2022-07-31T16:48:00Z,2022-08-01T05:57:00Z,สมุทรปราการ,Samut Prakan,department of highways,แขวงคลองสองต้นนุ่น - พิมพา,private/passenger car,speeding,rear-end collision,5,0,0,clear,13.65856803,100.8616483,straight road,no slope
6636955,2022-07-31T18:54:00Z,2022-08-01T05:55:00Z,ปทุมธานี,Pathum Thani,department of highways,บางปะอิน - แขวงรามอินทรา,4-wheel pickup truck,speeding,rear-end collision,2,0,0,rainy,13.95672503,100.7128715,straight road,no slope
7414673,2022-07-31T19:00:00Z,2022-11-29T09:39:00Z,นนทบุรี,Nonthaburi,department of highways,คลองมหาสวัสดิ์ - คลองบางไผ่,large passenger vehicle,speeding,rollover/fallen on curved road,1,0,11,rainy,13.86521057,100.4106134,wide curve,no slope
6638147,2022-07-31T20:00:00Z,2022-08-01T10:49:00Z,สมุทรสาคร,Samut Sakhon,department of highways,สะพานข้ามแม่น้ำท่าจีนฝั่งตะวันตก - นาโคก,4-wheel pickup truck,other,other,3,2,2,clear,13.53702325,100.221582,straight road,no slope
6638202,2022-07-31T20:32:00Z,2022-08-01T10:59:00Z,กรุงเทพมหานคร,Bangkok,expressway authority of thailand,แจ้งวัฒนะ-พญาไท,other,other,rear-end collision,6,0,0,rainy,13.81731452,100.5502151,wide curve,other
7509666,2022-07-31T21:30:00Z,2022-12-27T08:35:00Z,ปทุมธานี,Pathum Thani,department of highways,ไม่ทราบ,4-wheel pickup truck,speeding,pedestrian collision,1,1,0,clear,13.98669431,100.6159231,straight road,no slope
7139538,2022-07-31T22:30:00Z,2022-10-20T11:11:00Z,ปทุมธานี,Pathum Thani,department of highways,บางปะอิน - แขวงรามอินทรา,private/passenger car,speeding,rollover/fallen on curved road,1,0,1,clear,13.93397867,100.7105729,other,other
7415174,2022-07-31T23:00:00Z,2022-11-29T14:49:00Z,กรุงเทพมหานคร,Bangkok,department of highways,บางแค - คลองมหาสวัสดิ์,4-wheel pickup truck,speeding,rear-end collision,4,0,0,rainy,13.69360789,100.4075798,straight road,no slope
7561615,2022-08-01T01:10:00Z,2023-01-17T11:11:00Z,กรุงเทพมหานคร,Bangkok,department of highways,บางแค - คลองมหาสวัสดิ์,7-10-wheel truck,speeding,collision with obstruction (on road surface),1,0,0,rainy,13.68264563,100.4065834,straight road,no slope
7561325,2022-08-01T06:00:00Z,2023-01-17T08:42:00Z,กรุงเทพมหานคร,Bangkok,department of highways,อรุณอมรินทร์ - พุทธมณฑลสาย 4,motorcycle,using mobile phone while driving,collision with obstruction (on road surface),2,0,1,clear,13.78256971,100.4151599,straight road,no slope
6771771,2022-08-01T10:05:00Z,2022-08-23T13:35:00Z,ปทุมธานี,Pathum Thani,department of highways,บางปะอิน - แขวงรามอินทรา,4-wheel pickup truck,speeding,rollover/fallen on straight road,1,0,0,clear,14.12117732,100.6749344,straight road,no slope
6771748,2022-08-01T11:06:00Z,2022-08-23T13:33:00Z,กรุงเทพมหานคร,Bangkok,department of highways,ถนนศรีนครินทร - แขวงคลองสองต้นนุ่น,private/passenger car,speeding,rear-end collision,3,0,0,clear,13.73175096,100.7115143,straight road,no slope
7561197,2022-08-01T12:06:00Z,2023-01-17T07:04:00Z,กรุงเทพมหานคร,Bangkok,department of highways,อรุณอมรินทร์ - พุทธมณฑลสาย 4,motorcycle,illegal overtaking,rear-end collision,2,0,1,clear,13.78691428,100.3730303,straight road,no slope
6788492,2022-08-01T12:38:00Z,2022-08-26T09:28:00Z,กรุงเทพมหานคร,Bangkok,expressway authority of thailand,ดินแดง-ท่าเรือ,other,other,collision with obstruction (on road surface),1,0,0,rainy,13.72534606,100.5525954,straight road,other
6741527,2022-08-01T12:50:00Z,2022-08-18T14:17:00Z,สมุทรปราการ,Samut Prakan,department of highways,ทางเข้าท่าอากาศยานสุวรรณภูมิ - บางวัว,large truck with trailer,speeding,rollover/fallen on straight road,1,0,0,rainy,13.60539758,100.7750854,straight road,no slope
6782923,2022-08-01T13:12:00Z,2022-08-25T10:06:00Z,ปทุมธานี,Pathum Thani,department of highways,บางปะอิน - แขวงรามอินทรา,4-wheel pickup truck,speeding,rollover/fallen on straight road,1,0,1,rainy,14.00511539,100.7060909,straight road,no slope
6771774,2022-08-01T15:25:00Z,2022-08-23T13:36:00Z,สมุทรปราการ,Samut Prakan,department of highways,แขวงรามอินทรา - บางพลี,4-wheel pickup truck,speeding,rollover/fallen on curved road,1,0,0,rainy,13.6494013,100.6873584,wide curve,no slope
7532405,2022-08-01T16:30:00Z,2023-01-01T11:25:00Z,กรุงเทพมหานคร,Bangkok,department of highways,ดินแดง - งามวงศ์วาน,motorcycle,speeding,rear-end collision,2,0,0,clear,13.76746126,100.5499632,straight road,no slope
6729064,2022-08-01T20:17:00Z,2022-08-16T10:47:00Z,สมุทรปราการ,Samut Prakan,department of rural roads,สะพานภูมิพลที่ 2 ไปสะพานภูมิพลที่ 1,private/passenger car,debris/obstruction on the road,other,2,0,0,clear,13.646581,100.542102,y-intersection,other
6771731,2022-08-01T22:52:00Z,2022-08-23T13:25:00Z,กรุงเทพมหานคร,Bangkok,department of highways,บางปะอิน - แขวงรามอินทรา,private/passenger car,speeding,rollover/fallen on curved road,1,0,0,rainy,13.84733564,100.6725043,wide curve,no slope
7331797,2022-08-01T23:00:00Z,2022-08-18T14:19:00Z,ปทุมธานี,Pathum Thani,department of highways,เทคโนโลยีปทุมธานี - ต่างระดับเชียงรากน้อย,4-wheel pickup truck,speeding,rollover/fallen on straight road,1,1,0,clear,14.02771159,100.5564558,straight road,no slope
7561358,2022-08-01T23:45:00Z,2023-01-17T08:57:00Z,กรุงเทพมหานคร,Bangkok,department of highways,อรุณอมรินทร์ - พุทธมณฑลสาย 4,private/passenger car,speeding,rear-end collision,4,0,0,clear,13.7812029,100.4287907,straight road,no slope
7561338,2022-08-02T01:45:00Z,2023-01-17T08:47:00Z,กรุงเทพมหานคร,Bangkok,department of highways,อรุณอมรินทร์ - พุทธมณฑลสาย 4,private/passenger car,speeding,rear-end collision,2,0,0,clear,13.78216154,100.4184321,straight road,no slope
6788763,2022-08-02T02:50:00Z,2022-08-26T10:33:00Z,กรุงเทพมหานคร,Bangkok,expressway authority of thailand,รามอินทรา-อาจณรงค์,other,other,collision with obstruction (on road surface),1,0,1,rainy,13.832861,100.630516,straight road,other
6771732,2022-08-02T03:03:00Z,2022-08-23T13:27:00Z,ปทุมธานี,Pathum Thani,department of highways,บางปะอิน - แขวงรามอินทรา,4-wheel pickup truck,speeding,rollover/fallen on straight road,1,0,1,rainy,14.00507375,100.7061338,straight road,no slope
6771694,2022-08-02T06:00:00Z,2022-08-23T13:19:00Z,กรุงเทพมหานคร,Bangkok,department of highways,บางปะอิน - แขวงรามอินทรา,private/passenger car,speeding,rear-end collision,3,0,0,clear,13.8566639,100.6754494,straight road,no slope
6846292,2022-08-02T06:34:00Z,2022-09-05T13:58:00Z,กรุงเทพมหานคร,Bangkok,expressway authority of thailand,พญาไท-บางโคล่,other,other,collision with obstruction (on road surface),1,0,0,clear,NA,NA,wide curve,other
7532351,2022-08-02T08:00:00Z,2023-01-01T11:12:00Z,กรุงเทพมหานคร,Bangkok,department of highways,ดินแดง - งามวงศ์วาน,private/passenger car,speeding,rear-end collision,2,0,0,clear,13.77144811,100.5520933,straight road,no slope
6771775,2022-08-02T09:16:00Z,2022-08-23T13:38:00Z,กรุงเทพมหานคร,Bangkok,department of highways,ถนนศรีนครินทร - แขวงคลองสองต้นนุ่น,6-wheel truck,speeding,rollover/fallen on curved road,1,0,0,rainy,13.74260802,100.6424233,wide curve,no slope
6736031,2022-08-02T10:45:00Z,2022-08-17T15:35:00Z,กรุงเทพมหานคร,Bangkok,department of highways,แขวงคลองสองต้นนุ่น - พิมพา,large truck with trailer,speeding,rear-end collision,2,0,0,clear,13.72983588,100.7281494,straight road,no slope
6741324,2022-08-02T19:55:00Z,2022-08-18T13:30:00Z,กรุงเทพมหานคร,Bangkok,department of highways,ถนนศรีนครินทร - แขวงคลองสองต้นนุ่น,private/passenger car,speeding,rollover/fallen on straight road,1,0,1,clear,13.73717825,100.6658122,straight road,no slope
6782925,2022-08-02T22:00:00Z,2022-08-25T10:07:00Z,กรุงเทพมหานคร,Bangkok,department of highways,บางปะอิน - แขวงรามอินทรา,private/passenger car,speeding,rollover/fallen on straight road,1,0,1,rainy,13.85334879,100.6738615,straight road,no slope
6788631,2022-08-03T07:57:00Z,2022-08-26T09:57:00Z,กรุงเทพมหานคร,Bangkok,expressway authority of thailand,รามอินทรา-อาจณรงค์,other,other,side collision,2,0,0,clear,NA,NA,straight road,other
7564289,2022-08-03T09:00:00Z,2023-01-19T13:16:00Z,สมุทรสาคร,Samut Sakhon,department of highways,สมุทรสาคร - บางบอน,other,speeding,collision with obstruction (on road surface),1,0,0,clear,13.58713524,100.3237393,other,other
7564292,2022-08-03T10:00:00Z,2023-01-19T13:15:00Z,สมุทรสาคร,Samut Sakhon,department of highways,แสมดำ - สะพานข้ามแม่น้ำท่าจีนฝั่งตะวันตก,7-10-wheel truck,speeding,rollover/fallen on straight road,1,0,0,clear,13.58752371,100.3239137,straight road,no slope
6783661,2022-08-03T13:58:00Z,2022-08-25T13:06:00Z,สมุทรปราการ,Samut Prakan,department of highways,แขวงคลองสองต้นนุ่น - พิมพา,4-wheel pickup truck,speeding,rollover/fallen on straight road,1,0,0,clear,13.67415874,100.8381843,straight road,no slope
6701194,2022-08-03T16:51:00Z,2022-08-11T09:59:00Z,สมุทรปราการ,Samut Prakan,department of highways,แขวงคลองสองต้นนุ่น - พิมพา,private/passenger car,speeding,rear-end collision,2,0,1,clear,13.67290777,100.8395067,straight road,no slope
