acc_code,incident_datetime,report_datetime,province_th,province_en,agency,route,vehicle_type,presumed_cause,accident_type,number_of_vehicles_involved,number_of_fatalities,number_of_injuries,weather_condition,latitude,longitude,road_description,slope_description
7561224,2022-08-03T17:40:00Z,2023-01-17T07:16:00Z,กรุงเทพมหานคร,Bangkok,department of highways,อรุณอมรินทร์ - พุทธมณฑลสาย 4,4-wheel pickup truck,speeding,rear-end collision,2,0,2,clear,13.78582933,100.3803125,straight road,no slope
7561637,2022-08-03T18:10:00Z,2023-01-17T11:35:00Z,กรุงเทพมหานคร,Bangkok,department of highways,ดาวคะนอง -  แสมดำ,private/passenger car,speeding,rear-end collision,2,0,0,clear,13.6695249,100.4516579,other,other
7564968,2022-08-04T00:10:00Z,2023-01-20T06:40:00Z,กรุงเทพมหานคร,Bangkok,department of highways,บางนา - ทางเข้าท่าอากาศยานสุวรรณภูมิ,6-wheel truck,cutting in closely by people/vehicles/animals,rear-end collision,2,0,1,clear,13.66601037,100.6429115,other,other
6845595,2022-08-04T01:12:00Z,2022-09-05T11:02:00Z,สมุทรปราการ,Samut Prakan,expressway authority of thailand,บางนา-ชลบุรี,other,other,collision with obstruction (on road surface),1,0,0,rainy,13.580709,100.871912,straight road,other
6735889,2022-08-04T02:30:00Z,2022-08-17T15:15:00Z,นครปฐม,Nakhon Pathom,department of highways,กำแพงแสน-ทุ่งคอก,4-wheel pickup truck,speeding,collision with obstruction (on road surface),1,0,1,clear,14.07197891,99.98897551,other,other
7561576,2022-08-04T06:40:00Z,2023-01-17T10:51:00Z,กรุงเทพมหานคร,Bangkok,department of highways,อรุณอมรินทร์ - พุทธมณฑลสาย 4,private/passenger car,cutting in closely by people/vehicles/animals,rear-end collision,3,0,1,clear,13.78661211,100.4645097,other,other
7444810,2022-08-04T07:20:00Z,2022-12-08T14:56:00Z,สมุทรสาคร,Samut Sakhon,department of highways,ไม่ทราบ,private/passenger car,speeding,rollover/fallen on straight road,1,0,1,clear,13.53946143,100.2288428,straight road,no slope
6663297,2022-08-04T07:55:00Z,2022-08-05T10:58:00Z,สมุทรปราการ,Samut Prakan,department of highways,แขวงรามอินทรา - บางพลี,4-wheel pickup truck,speeding,rear-end collision,4,0,0,clear,13.65161938,100.6885037,straight road,no slope
6788676,2022-08-04T12:59:00Z,2022-08-26T10:07:00Z,กรุงเทพมหานคร,Bangkok,expressway authority of thailand,อาจณรงค์-บางนา,4-wheel pickup truck,other,rear-end collision,2,0,1,clear,13.701439,100.591838,wide curve,other
6802869,2022-08-04T13:32:00Z,2022-08-28T22:53:00Z,กรุงเทพมหานคร,Bangkok,expressway authority of thailand,บางนา-ท่าเรือ,other,other,side collision,3,0,0,clear,13.7090796,100.5836629,straight road,other
7561222,2022-08-04T16:20:00Z,2023-01-17T07:19:00Z,กรุงเทพมหานคร,Bangkok,department of highways,อรุณอมรินทร์ - พุทธมณฑลสาย 4,private/passenger car,speeding,rear-end collision,2,0,0,clear,13.78548157,100.3866774,straight road,no slope
6771808,2022-08-04T18:35:00Z,2022-08-23T13:45:00Z,กรุงเทพมหานคร,Bangkok,department of highways,บางปะอิน - แขวงรามอินทรา,large truck with trailer,speeding,rollover/fallen on straight road,1,0,0,clear,13.88926558,100.6891528,straight road,no slope
6771822,2022-08-04T20:20:00Z,2022-08-23T13:50:00Z,ปทุมธานี,Pathum Thani,department of highways,บางปะอิน - แขวงรามอินทรา,4-wheel pickup truck,speeding,rollover/fallen on straight road,1,0,0,clear,14.01510869,100.7016706,straight road,no slope
6909914,2022-08-04T22:30:00Z,2022-09-15T10:15:00Z,กรุงเทพมหานคร,Bangkok,department of highways,แยกเข้ามีนบุรี - คลองหลวงแพ่ง,private/passenger car,speeding,rollover/fallen on straight road,1,1,0,clear,13.8101439,100.8049169,straight road,no slope
6664925,2022-08-05T03:10:00Z,2022-08-05T16:48:00Z,ปทุมธานี,Pathum Thani,department of highways,บางปะอิน - แขวงรามอินทรา,4-wheel pickup truck,speeding,rear-end collision,2,0,0,clear,13.93322632,100.708403,straight road,no slope
6675093,2022-08-05T05:50:00Z,2022-08-07T10:53:00Z,กรุงเทพมหานคร,Bangkok,department of highways,แขวงรามอินทรา - บางพลี,7-10-wheel truck,speeding,collision with obstruction (on road surface),1,0,0,clear,13.78007363,100.6870419,other,other
7561582,2022-08-05T11:00:00Z,2023-01-17T10:50:00Z,กรุงเทพมหานคร,Bangkok,department of highways,อรุณอมรินทร์ - พุทธมณฑลสาย 4,private/passenger car,speeding,rear-end collision,2,0,1,clear,13.78467403,100.4574287,straight road,no slope
7561608,2022-08-05T13:00:00Z,2023-01-17T11:07:00Z,กรุงเทพมหานคร,Bangkok,department of highways,บางแค - คลองมหาสวัสดิ์,private/passenger car,speeding,rear-end collision,2,0,0,clear,13.68056466,100.4068261,straight road,no slope
6771988,2022-08-05T13:55:00Z,2022-08-23T14:33:00Z,กรุงเทพมหานคร,Bangkok,department of highways,แขวงคลองสองต้นนุ่น - พิมพา,large truck with trailer,speeding,rear-end collision,2,0,0,clear,13.72958314,100.7463026,wide curve,no slope
6741526,2022-08-05T14:30:00Z,2022-08-18T14:16:00Z,สมุทรสาคร,Samut Sakhon,department of highways,แสมดำ - สะพานข้ามแม่น้ำท่าจีนฝั่งตะวันตก,4-wheel pickup truck,speeding,rear-end collision,2,0,1,clear,13.59664331,100.3642675,other,other
7561581,2022-08-05T16:56:00Z,2023-01-17T10:52:00Z,กรุงเทพมหานคร,Bangkok,department of highways,บางพลัด - บางบำหรุ,motorcycle,speeding,rear-end collision,2,0,2,rainy,13.78852412,100.4710221,straight road,no slope
7444872,2022-08-05T17:35:00Z,2022-12-08T14:32:00Z,สมุทรสาคร,Samut Sakhon,department of highways,ไม่ทราบ,motorcycle,speeding,rollover/fallen on straight road,1,0,2,clear,13.58406922,100.3152206,straight road,no slope
7560810,2022-08-05T17:38:00Z,2023-01-16T14:26:00Z,กรุงเทพมหานคร,Bangkok,department of highways,ดินแดง - งามวงศ์วาน,motorcycle,cutting in closely by people/vehicles/animals,rear-end collision,2,0,1,clear,13.76826021,100.5503888,straight road,no slope
7561285,2022-08-05T18:35:00Z,2023-01-17T08:18:00Z,กรุงเทพมหานคร,Bangkok,department of highways,อรุณอมรินทร์ - พุทธมณฑลสาย 4,4-wheel pickup truck,speeding,rear-end collision,2,0,0,clear,13.782508,100.412558,straight road,no slope
7444826,2022-08-05T19:00:00Z,2022-12-08T14:28:00Z,สมุทรสาคร,Samut Sakhon,department of highways,ไม่ทราบ,private/passenger car,speeding,rollover/fallen on straight road,1,0,0,clear,13.58644435,100.3209069,straight road,no slope
7331818,2022-08-05T19:01:00Z,2022-10-04T11:14:00Z,กรุงเทพมหานคร,Bangkok,department of highways,อรุณอมรินทร์ - พุทธมณฑลสาย 4,4-wheel pickup truck,other,pedestrian collision,1,1,0,clear,13.78105832,100.4458898,straight road,no slope
7532232,2022-08-05T19:30:00Z,2023-01-01T10:35:00Z,กรุงเทพมหานคร,Bangkok,department of highways,ดินแดง - งามวงศ์วาน,private/passenger car,speeding,rear-end collision,3,0,0,clear,13.84514239,100.5602506,straight road,no slope
7331814,2022-08-05T19:40:00Z,2022-08-08T12:32:00Z,สมุทรปราการ,Samut Prakan,department of highways,บางเมือง - บางพลี,private/passenger car,speeding,rear-end collision,3,0,7,clear,13.61346594,100.6626069,straight road,no slope
6701452,2022-08-05T19:44:00Z,2022-08-11T10:45:00Z,สมุทรปราการ,Samut Prakan,department of highways,แขวงคลองสองต้นนุ่น - พิมพา,4-wheel pickup truck,speeding,rear-end collision,2,0,0,clear,13.65856803,100.8616483,straight road,no slope
7561653,2022-08-05T20:04:00Z,2023-01-17T11:46:00Z,กรุงเทพมหานคร,Bangkok,department of highways,ดาวคะนอง -  แสมดำ,4-wheel pickup truck,speeding,rear-end collision,2,0,0,clear,13.63977415,100.4068664,straight road,no slope
7554555,2022-08-05T21:04:00Z,2023-01-09T13:20:00Z,กรุงเทพมหานคร,Bangkok,department of highways,มีนบุรี - แยกเคหะร่มเกล้า,4-wheel pickup truck,speeding,rollover/fallen on straight road,1,0,2,clear,13.79219442,100.746139,other,other
6771810,2022-08-05T21:27:00Z,2022-08-23T13:46:00Z,ปทุมธานี,Pathum Thani,department of highways,บางปะอิน - แขวงรามอินทรา,4-wheel pickup truck,speeding,rear-end collision,2,0,0,clear,14.12678274,100.6718391,straight road,no slope
6827931,2022-08-06T00:58:00Z,2022-09-02T10:23:00Z,กรุงเทพมหานคร,Bangkok,expressway authority of thailand,แจ้งวัฒนะ-พญาไท,other,other,other,1,0,1,clear,NA,NA,straight road,other
6667743,2022-08-06T00:59:00Z,2022-08-06T03:40:00Z,กรุงเทพมหานคร,Bangkok,expressway authority of thailand,พญาไท-ศรีนครินทร์,other,other,side collision,2,0,0,clear,13.75375996,100.5604173,straight road,other
6667912,2022-08-06T03:28:00Z,2022-08-06T04:31:00Z,กรุงเทพมหานคร,Bangkok,expressway authority of thailand,หมอชิต-กาญจนาฯ,other,other,collision with obstruction (on road surface),1,0,1,clear,NA,NA,wide curve,other
6674294,2022-08-06T06:52:00Z,2022-08-07T07:12:00Z,กรุงเทพมหานคร,Bangkok,expressway authority of thailand,พญาไท-บางโคล่,other,other,rear-end collision,2,0,3,clear,13.75935836,100.5249539,straight road,other
6741593,2022-08-06T12:59:00Z,2022-08-18T14:31:00Z,สมุทรสาคร,Samut Sakhon,department of highways,แสมดำ - สะพานข้ามแม่น้ำท่าจีนฝั่งตะวันตก,7-10-wheel truck,vehicle equipment failure,rollover/fallen on curved road,1,0,0,clear,13.54666109,100.2594468,wide curve,no slope
6675091,2022-08-06T14:11:00Z,2022-08-07T10:51:00Z,ปทุมธานี,Pathum Thani,department of highways,บางปะอิน - แขวงรามอินทรา,large truck with trailer,speeding,rear-end collision,2,0,0,clear,14.0753325,100.6956303,straight road,no slope
7444898,2022-08-06T14:20:00Z,2022-12-08T14:34:00Z,สมุทรสาคร,Samut Sakhon,department of highways,ไม่ทราบ,4-wheel pickup truck,cutting in closely by people/vehicles/animals,rear-end collision,2,0,1,clear,13.55354764,100.2668953,straight road,no slope
7561649,2022-08-06T19:00:00Z,2023-01-17T11:47:00Z,กรุงเทพมหานคร,Bangkok,department of highways,ดาวคะนอง -  แสมดำ,private/passenger car,speeding,rear-end collision,2,0,0,clear,13.68036268,100.4722573,straight road,no slope
7561354,2022-08-06T19:25:00Z,2023-01-17T08:54:00Z,กรุงเทพมหานคร,Bangkok,department of highways,อรุณอมรินทร์ - พุทธมณฑลสาย 4,motorcycle,speeding,rear-end collision,2,0,0,clear,13.78149205,100.4260495,other,other
6916976,2022-08-06T22:40:00Z,2022-09-16T10:55:00Z,สมุทรสาคร,Samut Sakhon,department of highways,สะพานข้ามแม่น้ำท่าจีนฝั่งตะวันตก - นาโคก,private/passenger car,speeding,rear-end collision,2,0,0,clear,13.52455032,100.1845837,other,other
6701492,2022-08-07T05:36:00Z,2022-08-11T10:58:00Z,กรุงเทพมหานคร,Bangkok,department of highways,แขวงคลองสองต้นนุ่น - พิมพา,4-wheel pickup truck,speeding,rear-end collision,2,0,1,clear,13.72924962,100.7335728,straight road,no slope
6674279,2022-08-07T06:20:00Z,2022-08-07T07:09:00Z,ปทุมธานี,Pathum Thani,expressway authority of thailand,บางปะอิน-แจ้งวัฒนะ,other,other,collision with obstruction (on road surface),1,0,0,clear,13.989373,100.568493,straight road,other
6771831,2022-08-07T10:40:00Z,2022-08-23T13:54:00Z,ปทุมธานี,Pathum Thani,department of highways,บางปะอิน - แขวงรามอินทรา,other,speeding,rollover/fallen on straight road,1,0,0,clear,14.04264005,100.6981596,straight road,no slope
6741507,2022-08-07T11:55:00Z,2022-08-18T14:11:00Z,สมุทรสาคร,Samut Sakhon,department of highways,แสมดำ - สะพานข้ามแม่น้ำท่าจีนฝั่งตะวันตก,4-wheel pickup truck,speeding,rollover/fallen on straight road,1,0,2,clear,13.59138485,100.3339317,other,other
7561607,2022-08-07T13:04:00Z,2023-01-17T11:08:00Z,กรุงเทพมหานคร,Bangkok,department of highways,บางแค - คลองมหาสวัสดิ์,motorcycle,speeding,rear-end collision,2,0,2,clear,13.68107415,100.4070823,straight road,no slope
